word_freq_remove,word_freq_free,word_freq_your,word_freq_000,word_freq_money,word_freq_hp,word_freq_george,char_freq_!,char_freq_$,capital_run_length_average,class
0.2,0,1,0.1,0.2,0,0,0.334,0.174,6.896,1
0.49,0.49,0.99,0,0,0,0,0.845,0.195,7.205,1
0.65,0.65,0,0,0,0,0,0.233,0,2.5,1
0,1.25,1.88,0.62,0,0,0,0.331,0.11,3.897,1
0.9,0,2.72,0,0.9,0,0,0.564,0,2.818,1
0.29,1.16,1.16,0,0,0,0,0.044,0,1.559,1
0,0,1.91,0,0.47,0,0,0.269,0,4.18,1
0,0.19,0.81,1.14,0.57,0,0,0.268,0.15,6.761,1
0,0.19,0.81,1.14,0.57,0,0,0.273,0.15,6.789,1
0,0,3.07,0,0,0,0,2.001,0.093,3.706,1
0,0,0,0,0,0,0,0,0.354,4.047,1
0,0.17,1.35,0.1,0.17,0,0,0.013,0.065,2.11,1
0.08,0,0.9,0.16,0.41,0,0,0.271,0.191,4.904,1
0,0.27,2.19,0,0.54,0,0,0.085,0.128,2.484,1
0.19,0.98,1.38,0,1.38,0,0,0.765,0.316,6.652,1
0,0,1.28,0,0,0,0,0.203,0,1.956,1
0,0.03,1.49,0.33,0.18,0,0,0.069,0.221,3.426,1
0,0,0,0,0,0,0,0.198,0.198,3.857,1
0,0.78,1.96,0,0.78,0,0,0,0.094,4.111,1
0.34,2.04,2.38,0,0.34,0,0,0.222,0,6.978,1
0,0,2.12,0,0,0,0,0,0,4.5,1
0,0.64,0.48,0,0,0,0,0.594,0,5.683,1
0,0,3.09,0,0,0,0,1.282,0.094,3.725,1
0.61,0.3,0.92,0,0,0,0,0.103,0.051,6.125,1
0,0,0,0,1.88,0,0,0,0,4.333,1
0,0,0,0,6.66,0,0,0.537,0,2.777,1
0,0,0,0,1.88,0,0,0,0,4.333,1
0,0,0,0,6.66,0,0,0.537,0,2.777,1
0,0,0,0,1.88,0,0,0,0,4.333,1
0,0,0,0,6.66,0,0,0.537,0,2.777,1
0.1,0,0,0.74,0,0,0,0.016,0.066,2.104,1
1.15,0.38,0.76,1.92,0,0,0,0.486,0.347,1.608,1
0.68,0,0.68,1.36,0,0,0,1.089,0.242,3.488,1
0,0,5.18,0,0,0,0,0.373,0.149,7.233,1
0,0,1.25,0,0.17,0,0,0,0.099,16.418,1
0,1.33,1.33,0,0,0,0,0.684,0,3,1
0,0,1.1,0,0,0,0,0.14,0,6.693,1
0,0,0,0,0,0,0,3.427,0,2.678,1
0,0,3.38,0.36,0.09,0,0,0.257,0.032,3.689,1
0,0.61,1.72,0.49,0.98,0,0,0.104,0.229,3.705,1
0,0.61,1.72,0.49,0.98,0,0,0.104,0.229,3.705,1
0,0,0,0,0,0,0,0.176,0.352,3.857,1
0.13,0,0.53,0,1.46,0,0,0.414,0.021,5.955,1
0,0,3.38,0.36,0.09,0,0,0.029,0.014,4.192,1
0,1.54,2.31,0,0.38,0,0,0.261,0,5.666,1
0,0,0,0,0,0,0,0,0.088,6.718,1
0,0,2.65,1.59,0,0,0,0.095,0.478,5.038,1
0.23,2.14,0.35,0.59,0.11,0,0,0.434,0.197,8.026,1
0,0,2.5,1.42,0,0,0,0.24,0.24,3.414,1
0,0.57,0.57,0,0,0,0,0.232,0.066,20.432,1
0.1,0.91,1.72,0.4,0.2,0,0,0.336,0.16,6.758,1
0,0.23,1.36,0.5,0.46,0,0,0.381,0.496,7.192,1
0,0,3.54,0,0,0,0,1.178,0.107,3.613,1
0.1,0.91,1.72,0.4,0.2,0,0,0.336,0.16,6.758,1
0.25,0.25,0.42,0.85,0.08,0,0,0.403,0.117,7.484,1
0,0,1.09,0,0.09,0,0,5.836,1.31,5.792,1
0,0,1.92,0,0,0,0,0,0,1.416,1
0.1,0.91,1.72,0.4,0.2,0,0,0.352,0.16,6.918,1
0,1.26,0,0,0,0,0,0.926,0,3.558,1
0,1.61,0,0,0,0,0,0.238,0,4.333,1
0.08,1.6,0.5,0.42,0.08,0,0,0.502,0.157,7.24,1
0.08,1.61,0.5,0.42,0.08,0,0,0.518,0.157,7.277,1
1.05,0,1.05,2.1,0,0,0,0.176,0.176,2.05,1
0,1.25,0,0,0,0,0,1.023,1.023,3.485,1
0.09,0.87,1.66,0.39,0.19,0,0,0.31,0.155,6.813,1
0,0,0,1.11,0,0,0,0.208,0.416,3.95,1
0,1.11,1.67,0.55,0,0,0,0.086,0.086,4.166,1
0.29,0,0.89,0,0,0,0,0.045,0.045,12.2,1
0,1.14,1.8,0,0.49,0,0,0.925,0.231,5.833,1
0,3.89,3.89,0,0,0,0,0.728,0.08,6.612,1
0,0.96,1.93,0,0,0,0,0.26,0.086,1.117,1
0,1.85,0,1.85,0,0,0,3.79,0,4.833,1
0.38,0.38,1.16,0,0,0,0,0.057,0.057,7.121,1
0.42,0,2.12,0,0.42,0,0,0.177,0.221,8.777,1
0,0,0.3,0.6,0,0,0,0,0.097,3.23,1
0.37,1.12,0.93,0,0,0,0,0.563,0.165,3.106,1
0,0,0.91,0,0,0,0,0.164,0,1.076,1
0.36,0,2.18,0.72,0,0,0,0.178,0,2.446,1
0,0,3.73,0,0,0,0,0.561,0,2.166,1
0.09,0.26,1.27,0.32,0.52,0,0,0.345,0.515,5.632,1
1.34,0.67,1,0,0,0,0,0.053,0,2.036,1
0,0,0.06,0,0,0,0,0,1.611,7.549,1
0,3.38,0,0,0,0,0,0.872,0,2.2,1
0,0,0,0,0,0,0,7.333,0,1.666,1
0,0.14,1.64,0,0.14,0,0,0.083,0.05,3.075,1
0,0.6,1.8,0.72,0.96,0,0,0.102,0.224,3.656,1
0,2.63,2.19,0,0,0,0,0.941,0.067,2.329,1
0.45,0,0.45,0,0,0,0,0.21,0,2.368,1
0,0.58,1.46,0,0,0,0,0.42,0.046,2.228,1
0,0.24,0.73,0,0,0,0,0.042,0.042,2.351,1
0,0.66,0.66,0,0,0,0,0.109,0,2.825,1
0,0,1.86,0,0,0,0,2.295,0.218,5.166,1
0.52,0,1.56,0.52,0,0,0,0.443,0.402,2.41,1
0,0,1.44,0,0,0,0,0,0,1.379,1
0,4.91,1.63,0,0,0,0,2.695,0,2.315,1
0.26,0.26,0.52,0,0,0,0,0.378,0,13.82,1
0,0,0,0,0,0,0,0,3.26,2.444,1
0.25,0.5,1.01,0,0,0,0,0.082,0.041,1.89,1
0,0,2.75,1.25,0.25,0,0,0.407,0.997,3.417,1
0.35,0.7,2.47,0,0.7,0,0,0.061,0,2.302,1
0,0,3.72,0,0,0,0,0.179,0,3.702,1
0.51,0,1.54,0.77,0,0,0,0.514,0.434,2.441,1
0,0,2.98,0,0,0,0,0.99,0,1.666,1
0,0,0,0,0,0,0,0,0.188,3.545,1
0.02,0.16,1.46,1.03,0.51,0,0,0.391,0.868,5.783,1
1.56,1.56,0,0,0,0,0,0.769,0,2.125,1
0,1.4,0,0,0,0,0,1.647,0,1,1
0,0,0,0,0,0,0,0.171,0.342,3.809,1
0.19,0,1.18,0,0.19,0,0,0.152,0,1.357,1
0,0,1.44,0,0,0,0,0.156,0,1.394,1
0.17,0,0.17,0.17,0,3.37,0,0.046,0.03,4.259,1
0.5,0.1,0.7,0.6,0.1,0,0,0.488,0.157,8.55,1
0,0,0.63,0,0,0,0,0.797,0.885,9.29,1
0,1.29,0,0,0,0,0,0.936,0,4.586,1
0,0,1.69,0,0,0,0,2.865,0.301,5.037,1
0.76,0,1.79,0.76,0,0,0,0.458,0.499,2.455,1
0,0,0,0,0,0,0,0,0.353,3.904,1
0.25,0.25,0.42,0.85,0.08,0,0,0.403,0.117,7.484,1
0,3.07,0,0,0,0,0,0.273,0,5.75,1
0,1.74,3.48,0,0.58,0,0,0.171,0.085,2.17,1
0,0.17,1.23,0.56,0.77,0,0,0.678,1.05,5.648,1
0,0,3.53,0,0,0,0,1.174,0.106,3.584,1
0,0,1.09,0,0.09,0,0,5.836,1.31,5.792,1
0,0.31,0.62,0,0,0,0,0,0,2.132,1
0.96,0.96,1.92,0,0,0,0,0.824,0,3.025,1
0,0,0.93,0,0,0,0,0.464,0.154,1.612,1
0,0,3.44,0,1.14,0,0,0,0.197,3.681,1
0,0,0,0,0,0,0,0.51,0.34,3.761,1
0,0.4,1.62,1.62,0.4,0,0,0,0.272,3.192,1
0.6,0,1.21,0,0.6,0,0,0.105,0.315,3.217,1
0.25,0.25,0.51,0,0,0,0,0.161,0.161,9.633,1
0,0.38,1.26,0.44,0.76,0,0,0.439,0.241,3.702,1
0.47,0,0,4.76,0,0,0,0.621,0.799,36.642,1
0,0,2.94,0,0.42,0,0,0.129,0.194,1.859,1
0.62,0,1.24,0,0.62,0,0,0.107,0.322,3.318,1
0.33,1.01,3.71,0,0,0,0,0.06,0.06,193.5,1
0.97,0.97,1.94,0,0,0,0,0.834,0,3.052,1
0,0,0.64,1,0.07,0,0,0,0.206,1.711,1
0,0.6,1.8,0.72,0.96,0,0,0.102,0.205,3.548,1
0,0.4,2.51,0,0,0,0,0.53,0.406,9.781,1
0,0,0,0,0,0,0,1.048,0,3.333,1
0,0.23,1.36,0.46,0.46,0,0,0.324,0.486,6.11,1
0.2,0.6,1.51,0.9,0.3,0,0,0.275,0.206,4.923,1
0,0,2.99,0,0,0,0,0.559,0.279,2.297,1
0.19,0,1.75,0.09,0.29,0,0,0.402,0.232,4.295,1
0,1.42,0.71,0,0.71,0,0,0.899,0,3.066,1
0,0.3,2.44,0.76,0.3,0,0,1.051,0.225,6.686,1
0.28,0.56,0.28,0,0,0,0,0.05,0,2.083,1
0,0.66,1.42,0,0,0,0,0.591,0,3.28,1
1.11,0,1.11,0,0,0,0,0.202,0,4,1
0,0.25,0.76,0,0,0,0,0.29,0,2.614,1
0,7.69,0,0,0,0,0,1.169,0,3,1
0,1.66,1.66,0,0,0,0,0.653,0,8,1
0,2.1,2.1,0.35,1.4,0,0,0.348,0,1.166,1
0,6.02,1.2,0,0,0,0,1.443,0,3.782,1
0.53,0,3.19,0,0,0,0,0.361,0,2.437,1
0,1.26,0,0,0,0,0,0.416,0,9.785,1
0,0,2,0,0,0,0,1.524,0,1,1
0.04,0.72,1.32,0.44,0.6,0,0,0.413,0.164,3.533,1
0,6.09,1.21,0,0,0,0,0.407,0,3.454,1
0.28,0,1.44,0,0.28,0,0,0.554,0.221,5.328,1
0,0.29,1.35,0,0.38,0,0,0.374,0.059,9.039,1
0,0.2,0.4,0.2,0,0,0,0,0.302,1.727,1
0,0,2.67,0,0,0,0,0.294,0.147,17.074,1
0,0.38,0.38,1.16,0.38,0,0,0.609,0.121,2.666,1
0,0.16,1.47,0.98,0.32,0,0,0,0.29,2.257,1
0,0,1.75,0.87,0,0,0,3.907,0,13.928,1
0,0.3,1.2,0,0.4,0,0,0.352,0.056,9.601,1
0,0.15,1.75,0.05,0.8,0,0,0.149,0.131,3.629,1
0.49,0.09,0.69,0.59,0.19,0,0,0.417,0.154,8.323,1
0.61,1.22,0.61,0.61,0,0,0,0.829,0,4.45,1
0,2.22,2.22,0,0,0,0,0.145,0.291,2.95,1
0,0.7,0,0,0,0.7,0,0.328,0,1.333,1
0.08,0.86,1.3,0.08,0.34,0,0,0.358,0.261,3.554,1
0.08,0.34,1.55,0.17,0.17,0,0,0.308,0.067,4.215,1
0.35,0.35,1.97,0,0.53,0,0,0.234,0.029,3.519,1
0,0.23,1.19,0,0,0,0,1.045,0.037,4.022,1
0,0,0,0,4.16,0,0,1.094,0,1.428,1
0,0,0.26,0,0,0,0,0.033,0,5.009,1
0,1.08,0.27,0.27,0.54,0,0,0.451,0.496,2.934,1
0,0,0.65,1.14,0.08,0,0,0,0.232,1.725,1
0,0,5.19,0,1.29,0,0,0,0.208,4.23,1
0,0.38,0.38,0,0,0,0,0,0,2.383,1
0.09,0.29,1.56,0.09,1.36,0,0,0.045,0.015,2.133,1
0,0,3.84,0,0,0,0,0,1.219,3.875,1
0,0.41,0.41,0,0,0,0,0.312,0.062,1.477,1
0,0.86,1.73,0,0,0,0,1.765,0.481,7.059,1
0,1.05,2.1,0,0,0,0,0.365,0.182,3.343,1
0,0,3.07,0,0,0,0,0.124,0,89.9,1
0,1.25,1.25,0.94,0,0,0,0.485,0.388,3.322,1
1.56,0,0,0,0,0,0,0.767,0.255,8.083,1
0.79,0,0.79,0,0,0,0,0.046,0,2.934,1
0.95,0.47,0.95,1.42,0,0,0,1.306,0.23,6.027,1
0,0.47,1.91,0.47,0,0,0,0.536,0.306,4.653,1
0.99,0.49,0.99,1.48,0,0,0,1.118,0.239,5.228,1
0,1.19,0,1.19,0,0,0,1.181,0.787,3.875,1
0,1.63,3.27,0,0,0,0,0.802,0.267,2,1
0,0.38,1.2,0.21,0.16,0,0,0.019,0.058,3.389,1
0,0,2.03,0,0,0,0,0,0,1.682,1
0.23,0,3.3,0,0,0,0,1.289,0.151,6.529,1
0,0,0,0,0,0,0,0,0.212,3.272,1
0.17,0,0.7,0.35,0,0,0,0.117,0.058,3.521,1
0.74,0,0,0,0,0,0,0,0,3.39,1
2.25,0,1.12,0,0,0,0,0.502,0,16.304,1
0,0.8,2.4,0.8,0,0,0,1.566,0.361,2.638,1
0,0,0,0,0,0,0,0,0,3.851,1
0,0,0,0,0,0,0,0.709,0,7.82,1
2.29,0,2.29,0,0,0,0,0,0,3.85,1
0,1.36,0,0,0,0,0,1.777,0.222,9.727,1
0.28,0,2.01,1.44,0,0,0,0.218,0.218,3.694,1
0,0.25,1.76,0,0,0,0,0.031,0,5.5,1
0,0,0,0,0,0,0,0.426,0.213,4.6,1
0,0,0.5,0,0.33,0,0,0.458,0.143,6.298,1
0,0.41,0,0.41,0,0,0,0.199,0,5.019,1
0,0.9,2.72,0,0,0,0,0.17,0.17,6.266,1
0,0,0,0,0,0,0,0,0,1.545,1
0,0,0,0,0,0,0,0.424,0.212,4.125,1
0,1.12,0.98,0.07,0.7,0,0,0.768,0.312,3.401,1
0,0.9,2.72,0,0,0,0,0.17,0.17,6.266,1
0,0,0,0,0,0,0,1.351,0,32,1
0,0,0,0,0,0,0,1.413,0,4.047,1
0,4.76,0,0,0,0,0,2.412,0,20,1
0.66,0.82,0.99,0.49,0.33,0,0,0.252,0.05,6.269,1
2.2,0,1.1,0,0,0,0,0.495,0,16.826,1
0.86,0,0,0,0,0,0,0,0.136,4.541,1
0.63,1.26,0,0,0,0,0,0.398,0,2.625,1
0,0,1.12,1.12,0,0,0,0,6.003,3.75,1
0,0,0,0,0,0,0,0.417,0.208,3.812,1
0.15,0.61,2.75,0,0.3,0,0,0.698,0.067,5.101,1
0,2.17,2.17,0,0,0,0,0,0,1.333,1
0,0.32,1.14,0,0.32,0,0,0.622,0.027,1.25,1
0,2.17,2.17,0,0,0,0,0,0,1.333,1
1.96,0,0.98,0,0,0,0,0.326,0,2.3,1
0,0.32,1.32,0.34,0.84,0,0,0.639,0.165,3.697,1
0,0,0,0,0,0,0,0,0,3.5,1
0,0.56,1.69,0.56,0,0,0,0.91,0.273,2.283,1
0,0,0.07,0,0.07,0,0,0,0.023,1.263,1
1.08,0.54,1.08,1.62,0,0,0,1.216,0.26,5.454,1
1.65,0.82,0.82,0,0,0,0,1.36,0,15.5,1
0.41,0,1.23,0,0.41,0,0,0.067,0,1.863,1
0.14,0.29,1.02,0,0.29,0,0,0.558,0.024,1.517,1
0.29,0.29,0.59,1.48,0,0,0,0.105,0.21,10.817,1
0.08,0,3.17,0.34,0.08,0,0,0.098,0.014,4.049,1
0.11,0.44,1.56,0.11,1.11,0,0,0.775,0.224,5.782,1
0,0,0.58,0,0,0,0,0.197,0,3.807,1
0,0,1.39,0,0.32,0,0,0.262,0.186,11.793,1
0,0.44,1.78,0,0.44,0,0,1.131,0.15,2.428,1
0,0,0.87,0,0.43,0,0,0.942,0,5.114,1
0,0,0,0,0,0,0,1.554,0,2.111,1
0,10,0,0,0,0,0,0,0,1.428,1
0,0,0,0,0,0,0,0,0.215,3.937,1
1.63,0.81,0,0,0,0,0,1.212,0,15.916,1
0.26,0.79,1.05,0,0.52,0,0,0.326,0,5.549,1
0.16,0,1.28,0.16,0,0,0,0.05,0.075,1.419,1
0,0,4.81,0,0,0,0,0,0,4,1
0.58,0.58,0.39,0.78,0,0,0,0.067,0.135,3.015,1
0,0.73,2.2,0,0,0,0,0.211,0,1.333,1
0,4,0,0,0,0,0,0,0,7.666,1
0,0,0,0,0,0,0,0.952,0,4.823,1
1.05,3.15,1.05,0,0,0,0,0.74,0,4.947,1
0,0,0,0,0,0,0,0,0,5.225,1
0,0,0,0,0,0,0,1.405,0,9,1
0,0.69,1.27,0.31,1.08,0,0,0.435,0.592,5.335,1
0,0.66,1.42,0,0,0,0,0.591,0,3.28,1
0,1.07,2.15,1.07,1.07,0,0,2.395,0.598,82.25,1
0,0.22,1.81,0,0,0,0,0.199,0,6.091,1
1.43,0.47,1.43,0,0,0,0,0.073,0.295,3.361,1
0.61,0.2,1.22,0,0,0,0,1.232,0,4.159,1
0,0.22,1.81,0,0,0,0,0.199,0,6.091,1
0,2.81,0,0,0,0,0,0.963,0,3.8,1
0,0.19,1.15,1.35,0.77,0,0,0.438,0.191,14.619,1
0,0,0.54,0,0,0,0,0.166,0.083,3.521,1
0.44,0.62,1.15,0.79,0.08,0,0,0.225,0.211,6.725,1
0,0.13,0.13,0,0.26,0,0,0,0.068,2.736,1
0,0.41,4.16,0,0,0,0,0,0,2.35,1
0,3.57,0,0,0,0,0,0.675,0,2.23,1
0,0.62,3.12,0,0,0,0,1.285,0.075,6.722,1
0.58,0.58,0.39,0.78,0,0,0,0.067,0.135,3.015,1
0,0,0,0,0,0,0,0,0.105,1.866,1
0,1.61,0,0,0,0,0,0.238,0,4.333,1
0,0.38,0,0.76,0.38,0,0,0,0.35,2.162,1
0,0,1.99,0,0,0,0,0.356,0,10.366,1
0,1.05,0.52,1.05,0.52,0,0,2.295,0.698,2.016,1
0,0,0.65,0,0.32,0,0,0.36,0.03,1.42,1
0.95,0,2.85,0,0,0,0,0.147,0,1.4,1
0,4.27,4.27,0,5.98,0,0,0.881,0,5,1
0,0.19,1.15,1.34,0.77,0,0,0.438,0.191,14.619,1
0,1.85,0,1.85,0,0,0,3.768,0,4.833,1
0.6,0,1.21,0,0,0,0,0,0,4.031,1
0.04,0.64,1.28,0.36,0.6,0,0,0.37,0.152,3.225,1
0,0.84,2.54,0.28,0,0,0,1.147,0.045,7.178,1
0,0.6,0,0,0.6,0,0,0.102,0.716,4.512,1
0,0.66,1.42,0,0,0,0,0.591,0,3.28,1
0.21,0,0.64,0,0,0,0,0.031,1.269,13.017,1
0,0.13,1.81,0.04,0.74,0,0,0.145,0.121,3.575,1
0,0.14,2.1,0.14,0.28,0,0,0.381,0.05,2.322,1
0,0.13,2.08,0.13,0.27,0,0,0.379,0.05,2.329,1
0.17,1.55,2.42,0,0,0,0,0,0.086,4.792,1
0,0.19,1.15,1.35,0.77,0,0,0.438,0.191,14.619,1
0.03,0.54,1.41,0.29,0.76,0,0,0.334,0.139,3.305,1
0,0.6,0,0,0.6,0,0,0.102,0.72,4.512,1
0,0.19,1.15,1.34,0.77,0,0,0.437,0.191,14.406,1
0,2.58,1.94,0.64,0,0,0,0.116,0.116,2.926,1
0.68,1.03,1.37,0,0,0,0,0.056,0.196,2.26,1
0,0,1.21,0,0,0,0,1.627,0,2.591,1
0,0.19,1.15,1.35,0.77,0,0,0.438,0.191,14.619,1
0,0.29,2.35,0.73,0.29,0,0,1.003,0.215,6.602,1
0,0.29,2.35,0.73,0.29,0,0,1.004,0.215,6.602,1
0,0.17,0,0,0,0,0,0,0.027,2.073,1
0,0,0,0,0,0,0,0,0,2.13,1
0,0.58,1.16,0,0,0,0,0,0,2.101,1
0,0.11,0.23,0,0,0,0,0.016,0,2.47,1
0,5.91,1.18,0,0.59,0,0,0.293,0,1.69,1
0,0.19,1.15,1.34,0.77,0,0,0.438,0.191,14.619,1
0,1.13,2.35,0.08,0.43,0,0,0.709,0.056,4.319,1
0,0,0,0,0,0,0,0,0,2.5,1
0,1.28,0.85,0,0.85,0,0,0.535,0.133,11.592,1
0,0,0,0,0,0,0,0,0,1.938,1
0,0.38,0.38,1.16,0.38,0,0,0.601,0.12,2.666,1
0,1.66,1.66,0,0,0,0,0.986,0,8,1
0,0.27,2.32,0.13,0,0,0,0.364,0.064,13.884,1
0,0.32,1.32,0.34,0.84,0,0,0.638,0.165,3.697,1
0,0,1.09,0.27,0,0,0,0.472,0.128,10.877,1
0.4,0.4,0.8,0,1.2,0,0,0.105,0.052,1.194,1
0,4.54,4.54,0,9.09,0,0,3.076,0,1.428,1
0,0,1.28,0,0,0,0,0.699,0.932,5.083,1
0,1.31,2.63,0,0,0,0,0,0,4.818,1
0,1.19,0,0,0,0,0,0.403,0,9.785,1
0.06,0,0.81,0.13,0.27,0,0,0.474,0.197,3.286,1
0,0.12,0.12,0,0,0,0,0,0,2.417,1
0,0.12,0.12,0,0,0,0,0,0,2.376,1
0,0.12,0.12,0,0,0,0,0,0,2.337,1
0.19,0,1.78,0.09,0.29,0,0,0.412,0.222,4.195,1
0,0.32,1.32,0.34,0.84,0,0,0.639,0.165,3.697,1
0,0,0,0,0,0,0,0,0.862,8.5,1
0,0,1.05,0,0,0,0,0,0,1.275,1
0,0.85,1.07,0,0,0,0,0.432,0.18,4.391,1
0.58,1.46,1.16,0,0,0,0,0.606,0,3.591,1
0,0.66,1.54,0,0.22,0,0,0.659,0.114,9.1,1
0,0,0,0,0,0,0,0,0,1.558,1
0,0,0,0,0,0,0,0,0,1.216,1
0,0.66,1.54,0,0.22,0,0,0.659,0.114,9.1,1
0.1,0,0.31,0.21,0,0,0,0.05,0.609,7.887,1
0,0,0,0,0,0,0,0,0,2.391,1
0,0,1.74,1.31,0,0,0.43,0.298,0.149,2.955,1
0,1.13,2.35,0.08,0.43,0,0,0.709,0.056,4.319,1
0,2.12,2.12,0.35,1.41,0,0,0.353,0,1.209,1
0.06,0.15,1.41,0.31,0.56,0,0,0.345,0.42,8.016,1
0.19,0,0.09,0,0,0.09,0,0.061,0,3.626,1
0.6,0.12,0.6,0.48,0.12,0,0,0.234,0.234,4.493,1
0,0.15,1.75,0.05,0.8,0,0,0.149,0.131,3.629,1
0.45,1.81,1.36,0,0,0,0,0.64,0.16,3.607,1
0,0,0,0,0,0,0,0,0,2.222,1
0.9,0,1.8,0.45,0,0,0,0.82,0.41,2.446,1
0,0,1.2,4.01,0.4,0,0,0.855,0.794,4.152,1
0,0.17,1.35,0.1,0.17,0,0,0.006,0.065,2.106,1
0.18,0.89,1.87,0.46,0.28,0,0,0.522,0.109,5.759,1
0,0.21,0,0,0,0,0,0,0,2.807,1
0,0.67,0.92,0,0.5,0,0,0.523,0.378,3.631,1
0,0.16,1.47,0.98,0.32,0,0,0,0.29,2.257,1
0,1.82,0,0,0,0,0,0.193,0,1.861,1
0.16,1.52,2.37,0,0,0,0,0.028,0.084,4.971,1
0,0,0,0,0,0,0,0,0,4.786,1
0,3.35,1.11,0,0,0,0,1.429,0.095,2.861,1
0,0.24,1.21,0,0.24,0,0,1.021,0.291,7.092,1
0.67,0,0.67,0,0,0,0,0.228,0.228,2.847,1
0,0.3,1.08,0,0.3,0,0,0.615,0.025,1.377,1
0.02,0.87,1.59,0.39,0.34,0,0,0.538,0.145,5.108,1
0,0,0,0,0,0,0,0,0,2.675,1
0,0,0,0,0,0,0,0,0,3.23,1
0,2.4,2.4,0,0,0,0,0.151,0.302,2.611,1
0,0.47,0.47,0,0,0,0,0,0,1.518,1
0,0,1.14,0.49,1.14,0,0,0.751,0.255,4.163,1
0,0.45,4.12,0.45,0.22,0,0,0.919,0.229,4.444,1
0,0.68,0,0,0,0.68,0,0.309,0,1.6,1
0,0.26,3.32,0.39,0.26,0,0,0.449,0.265,13.235,1
0.08,0.86,1.3,0.08,0.34,0,0,0.358,0.261,3.56,1
0,0.29,1.02,0,0.43,0,0,0.764,0,2.468,1
0.08,0.86,1.3,0.08,0.34,0,0,0.358,0.261,3.554,1
0,0.53,0,0.53,0.26,0,0,0.555,0,19.26,1
0,0,1.07,0,0,0,0,0.192,0,2.333,1
0,0,0,0,0,0,0,0,0,2.044,1
0,0.56,0.56,0,0,0,0,0.493,0.061,1.874,1
0,6.25,0,0,0,0,0,5.555,0,3.275,1
0,0,0,0,0,0,0,0,0,2.417,1
0,0,1.08,0,0.09,0,0,5.803,1.284,5.944,1
0,0.27,2.22,0.55,0.55,0,0,0.273,0.364,6.641,1
0,0.58,1.51,0.58,0.46,0,0,0.733,0.104,8.192,1
0.18,0,0.74,0,0,0,0,0,0.029,2.166,1
0,0,0,0,0,0,0,0,0,3.5,1
0,0,1.22,0,0,0,0,0.544,0.077,2.055,1
0.91,0,0,0,0,0,0,0,0,1.941,1
0.29,0,1.45,0,0.29,0,0,0,0.085,5.145,1
0,0,1.73,0,0.28,0,0,1.385,0,3.535,1
0,0,0,0,0,0,0,0,0,1,1
0,0,1.22,0.49,1.14,0,0,0.845,0.255,4.194,1
0.08,0.88,1.24,0.08,0.35,0,0,0.353,0.254,3.591,1
0,0,1.23,0.49,1.14,0,0,0.736,0.256,4.123,1
0,0.58,1.51,0.58,0.46,0,0,0.733,0.104,8.192,1
0,0,0,0,0,0,0,0,0,4.333,1
0,0,1.25,0,0,0,0,0,0,9.444,1
0,16.66,0,0,0,0,0,0,0,4.333,1
0.08,0.88,1.24,0.08,0.35,0,0,0.353,0.254,3.598,1
0,0,0,0,0,0,0,0,0,2.269,1
0,0,0,0,0,0,0,0,0,1.987,1
0,0.44,0,0,0,0,0,0,0,1.841,1
0,0,1.08,0,0.09,0,0,5.828,1.308,6.047,1
0.07,0.14,1.25,0.58,0.29,0,0,0.319,0.266,4.689,1
0,0,0,0,0,0,0,0,0,2.823,1
0,2.4,2.4,0,0,0,0,0.145,0.291,2.5,1
0.05,0,1.76,0.56,0.34,0,0,0.441,0.421,4.945,1
0,0,0,0,0,0,0,0,0,2.652,1
0.08,0.86,1.39,0.08,0.26,0,0,0.444,0.25,3.138,1
0,2.46,2.46,0,0,0,0,0.232,0.465,2.687,1
0,2.42,0.6,0.6,0,0,0,0.412,0.206,2.3,1
0,0,0,0,0,0,0,0,0,2.465,1
0,0,0,0,0,0,0,0,0,2.802,1
0,0,0,0,0,0,0,0.037,0,2.666,1
0.68,0,2.04,0,0,0,0,0,0.11,6.588,1
0.68,0,1.36,0,0,0,0,0,0.111,6.588,1
0,0,2.12,0,0,0,0,0.11,0,1.083,1
0,0.2,2.48,0,0,0,0,0.996,0.106,7.836,1
0,1.44,1.44,1.44,0,0,0,0.543,0.271,2.157,1
0.28,0.28,1.96,0,0,0,0,0.034,0,5.635,1
1.03,2.06,1.03,0,0,0,0,0,0,4,1
0,0,0.99,0,0.49,0,0,0,0.265,10.159,1
0.03,0.26,1.41,0.48,0.59,0,0,0.433,0.529,6.482,1
0,0,0,0,0,0,0,0.757,0,4.157,1
0.64,0,0.64,0,0,0,0,1.44,0,2.875,1
0,0,0,0,0,0,0,0.785,0,4.333,1
0.65,0,0.65,0,0,0,0,1.461,0,2.973,1
0.4,0.1,2.03,0,0.3,0,0,1.01,0.397,3.199,1
0,0.3,1.08,0,0.3,0,0,0.615,0.025,1.377,1
0,1.85,0,0,0,0,0,1.55,0,4.555,1
0.65,0.65,0.65,0,0,0,0,1.765,0,3.025,1
1.43,0,0.47,0.47,0,0,0,0.694,0,7.709,1
0.19,0,1.75,0.09,0.29,0,0,0.404,0.233,4.32,1
0,1.44,1.44,1.44,0,0,0,0.542,0.271,2.157,1
0,2.43,2.43,0,0,0,0,0.896,0,5.538,1
1.14,0,2.29,0,0,0,0,0,0,1.227,1
1.63,0,2.45,0,0,0,0,0,0,3.294,1
2.3,0.76,2.3,0,0,0,0,0.518,0,11.312,1
